state,fec_candidate_id,selected_candidate_name,committee_id,total_receipts,total_disbursements,cash_on_hand_end_period,cash_on_hand,debts_owed_by_committee,coverage_end_date,party,party_normalized,selected_candidate,selection_method,selection_rank_within_state_party,manual_override_reason
IL,S6IL00482,"KRISHNAMOORTHI, S",C00904466,31390858.87,28237935.72,3152923.15,3152923.15,116248.28,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
IL,S6IL00649,"MAXWELL, BRYAN",C00918466,21976.0,20613.84,1362.16,1362.16,0.0,2026-03-31T00:00:00,DEM,DEM,False,,11.0,
IL,S6IL00631,"RODRIQUEZ, ADAIR",C00917260,236.0,148.48,0.0,0.0,0.0,2025-12-31T00:00:00,DEM,DEM,False,,14.0,
IL,S6IL00581,"RYAN, KEVIN",C00907774,138950.63,147814.81,-8864.18,-8864.18,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
IL,S6IL00599,"SHEPHERD, JUMP WESLEY",C00907360,4166.86,11760.93,-7594.07,-7594.07,0.0,2026-02-01T00:00:00,DEM,DEM,False,,13.0,
IL,S6IL00458,"STRATTON, JULIANA",C00903252,4791273.46,4096025.84,695247.62,695247.62,192935.89,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
IL,S6IL00409,"SWANN, CHRISTOPHER ALEXANDER",C00867523,17642.57,17458.64,-408.8,-408.8,0.0,2026-03-31T00:00:00,DEM,DEM,False,,12.0,
IL,S6IL00680,"HARRINGTON, WHITFIELD MR JR",C00931428,31662.4,7626.64,24035.76,24035.76,10000.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
IL,S6IL00391,"BENNETT, DOUGLAS",C00634808,1000.0,906.15,1547.62,1547.62,115600.0,2026-03-31T00:00:00,REP,REP,False,,9.0,
IL,S6IL00490,"CAPPARELLI, R CARY",C00911628,13471.89,12643.39,828.5,828.5,4748.41,2026-04-14T00:00:00,REP,REP,False,,7.0,
IL,S2IL00200,"CHLEBEK, CASEY",C00903823,202000.0,201972.54,27.46,27.46,37000.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
IL,S6IL00466,"CHLEBEK, CASIMER MR.",C00903823,202000.0,201972.54,27.46,27.46,37000.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
IL,S6IL00672,"EVANS, JEANNIE",C00921759,1280369.17,1136878.25,143490.92,143490.92,900000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
IL,S6IL00425,"GOODMAN, JOHN",C00897652,28555.42,22855.91,5699.51,5699.51,8362.0,2025-09-30T00:00:00,REP,REP,False,,5.0,
IL,S0IL00501,"HUBBARD, PEGGY",C00696815,0.0,0.0,6535.87,6535.87,0.0,2026-03-31T00:00:00,REP,REP,False,,10.0,
IL,S6IL00540,"LONG, PAMELA",C00904516,24715.06,22829.78,1885.28,1885.28,2637.99,2026-04-09T00:00:00,REP,REP,False,,6.0,
IL,S8IL00223,"MCCLANAHAN, ZACHARY",C00930685,2073.5,750.63,1322.87,1322.87,0.0,2026-03-31T00:00:00,REP,REP,False,,8.0,
IL,S6IL00615,"TRACY, DON",C00917120,2327334.3,783936.04,1543398.26,1543398.26,2000000.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
IL,S4IL00438,"TRUAX, DOUGLAS LEE",C00546457,0.0,0.0,0.0,0.0,53087.87,2026-03-31T00:00:00,REP,REP,False,,11.0,
IL,S6IL00698,"SCHWARTZBERG, STEVEN J",C00942805,5200.0,0.0,5200.0,5200.0,,2026-03-31T00:00:00,,OTHER,False,,2.0,
IN,S8IN00049,"BAYH, EVAN",C00306860,310775.13,27524.01,2232143.55,2232143.55,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
IN,S4IN00279,"CARMICHAEL, ROBERT MARC",C00845859,0.0,0.0,13200.15,13200.15,3147.12,2025-06-30T00:00:00,DEM,DEM,False,,6.0,
IN,S2IN00091,"DONNELLY, JOSEPH S",C00393652,322.25,10529.01,90511.8,90511.8,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
IN,S0IN00061,"HILL, BARON P",C00578880,1060.65,8128.77,47403.61,47403.61,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
IN,S2IN00166,"MCCRAY, VALERIE L DR",C00697615,5203.07,6189.82,4979.56,4979.56,671.07,2025-12-31T00:00:00,DEM,DEM,False,,3.0,
IN,S4IN00261,"POTTS, KEITH",C00844753,5650.0,5811.47,2.12,2.12,10800.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
IN,S4IN00196,"BANKS, JAMES E. HON.",C00577999,1867267.71,1464916.56,3015707.87,3015707.87,27931.73,2026-03-31T00:00:00,REP,REP,False,,2.0,
IN,S8IN00171,"BRAUN, MIKE",C00653147,144774.26,27700.97,115081.72,115081.72,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
IN,S8IN00189,"ROKITA, THEODORE EDWARD",C00476192,0.0,5135.54,5135.54,5135.54,0.0,2026-09-30T00:00:00,REP,REP,False,,4.0,
IN,S6IN00191,"YOUNG, TODD CHRISTOPHER",C00459255,3599267.98,1234309.96,6790900.66,6790900.66,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
KS,S6KS00247,"DAVIS, CHRISTY",C00915934,137068.03,77796.18,59271.85,59271.85,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
KS,S6KS00304,"HART, JASON",C00942391,10741.42,5372.27,5369.15,5369.15,4111.53,2026-03-31T00:00:00,DEM,DEM,False,,7.0,
KS,S6KS00270,"MURRAY, ERIK",C00929240,179817.62,134230.89,45586.73,45586.73,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
KS,S6KS00239,"PARELKAR, LOIS ANNE ELIZABETH LEA",C00913293,19898.0,19707.85,190.15,190.15,5500.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
KS,S0KS00307,"REDDI, USHA",C00717280,33.59,1000.0,10014.58,10014.58,0.0,2026-03-31T00:00:00,DEM,DEM,False,,8.0,
KS,S6KS00288,"SCHMIDT, PATRICK",C00937599,177173.5,47590.34,129583.16,129583.16,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
KS,S6KS00262,"SPIDEL NEUMANN, SANDY",C00923474,187436.34,149326.67,38109.67,38109.67,100000.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
KS,S6KS00296,"TAYLOR, NOAH",C00943803,72435.0,3801.94,68633.06,68633.06,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
KS,S0KS00166,"WIESNER, PATRICK",C00563577,0.0,129.48,11675.55,11675.55,50500.0,2026-03-31T00:00:00,DEM,DEM,False,,9.0,
KS,S0KS00349,"HAMILTON, BOB",C00743153,0.0,0.0,0.0,0.0,1150.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
KS,S0KS00315,"MARSHALL, ROGER W",C00576173,3331963.38,255723.24,4781258.78,4781258.78,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
KS,S0KS00091,"MORAN, JERRY",C00458315,990634.22,244726.92,5515291.6,5515291.6,61238.33,2026-03-31T00:00:00,REP,REP,False,,2.0,
KY,S6KY00385,"BOOKER, CHARLES",C00929208,368365.15,170264.65,198100.5,198100.5,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
KY,S6KY00328,"FORSYTHE, LOGAN",C00919811,46938.03,43805.16,3132.87,3132.87,0.0,2025-12-31T00:00:00,DEM,DEM,False,,6.0,
KY,S6KY00344,"MCGRATH, AMY",C00922302,1942704.23,1631150.23,311554.0,311554.0,7350.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
KY,S6KY00369,"ROMANS, DALE",C00925578,821111.07,380233.44,440877.63,440877.63,230000.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
KY,S6KY00211,"STEVENSON, PAMELA",C00897058,266962.54,242098.61,24863.93,24863.93,63806.69,2025-09-30T00:00:00,DEM,DEM,False,,5.0,
KY,S6KY00336,"WILLETT, JOEL",C00920009,350036.01,321249.37,28786.64,28786.64,96000.0,2025-12-31T00:00:00,DEM,DEM,False,,4.0,
KY,S0KY00396,"BARRON, STEPHEN BRADLEY",C00723270,0.0,0.0,12811.57,12811.57,0.0,2026-03-31T00:00:00,LIB,OTHER,False,,1.0,
KY,S6KY00286,"BARR, GARLAND ANDY",C00467571,7968106.41,7486809.96,4174374.09,4174374.09,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
KY,S6KY00237,"CAMERON, DANIEL",C00898189,2060372.38,1295627.37,764745.01,764745.01,0.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
KY,S6KY00260,"FARIS, MICHAEL",C00903930,61529.95,78371.26,-16841.31,-16841.31,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
KY,S6KY00278,"FARIS, MICHAEL JAMES",C00903930,61529.95,78371.26,-16841.31,-16841.31,0.0,2026-03-31T00:00:00,REP,REP,False,,7.0,
KY,S2KY00012,"MCCONNELL, MITCH",C00193342,174224.95,934417.29,7333272.06,7333272.06,0.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
KY,S6KY00302,"MORRIS, NATE",C00909705,7028611.22,6448016.35,580594.87,580594.87,4902000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
KY,S0KY00156,"PAUL, RAND",C00496075,3312762.54,3196268.18,6810091.73,6810091.73,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
KY,S0KY00198,"THONEY, ROGER",C00354365,0.0,86.0,1485.53,1485.53,27900.0,2026-03-31T00:00:00,REP,REP,False,,9.0,
KY,S6KY00393,"WENZEL, DONALD RAY",C00932202,2431.4,2431.4,,,,2026-03-15T00:00:00,REP,REP,False,,8.0,
LA,S6LA00706,"ALBARES, NICHOLAS S.",C00938944,70920.59,16884.09,54036.5,54036.5,5275.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
LA,S6LA00680,"CROCKETT, GARY",C00941070,350000.0,12138.94,675722.12,675722.12,350000.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
LA,S6LA00615,"DAVIS, JAMIE",C00929117,325965.17,184143.76,141821.41,141821.41,10000.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
LA,S4LA00040,"JOHN, CHRIS",C00394445,100.0,90.18,12.61,12.61,126480.15,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
LA,S2LA00168,"STEIB, SYRITA",C00802710,0.0,0.0,13076.63,13076.63,33614.25,2025-04-16T00:00:00,DEM,DEM,False,,5.0,
LA,S4LA00107,"CASSIDY, WILLIAM M.",C00543983,6507706.19,5959587.57,7128536.9,7128536.9,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
LA,S6LA00581,"EMERSON, JULIE CATHRYN",C00923631,688875.02,656194.34,32680.68,32680.68,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
LA,S6LA00318,"FLEMING, JOHN C. JR.",C00597013,11227243.48,9076736.19,2169403.67,2169403.67,3654723.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
LA,S4LA00065,"KENNEDY, JOHN NEELY",C00608398,8195849.16,5644652.0,18481378.86,18481378.86,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
LA,S6LA00664,"LETLOW, JULIA",C00935411,3913424.32,1639379.99,2274044.33,2274044.33,0.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
LA,S6LA00573,"SEIDEN, KATHY W",C00921536,1202191.0,1191584.43,10606.57,10606.57,80000.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
LA,S6LA00672,"SKRMETTA, ERIC",C00937045,67750.0,9184.16,58565.84,58565.84,45983.37,2026-03-31T00:00:00,REP,REP,False,,7.0,
LA,S6LA00698,"SPENCER, MARK",C00941880,5395.0,5275.0,120.0,120.0,5275.0,2026-03-31T00:00:00,REP,REP,False,,8.0,
LA,S4LA00057,"VITTER, DAVID B",C00394593,0.0,3800.0,1461.28,1461.28,0.0,2026-03-31T00:00:00,REP,REP,False,,9.0,
MA,S4MA00069,"KERRY, JOHN F",C00408088,0.0,400.38,605.79,605.79,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
MA,S4MA00028,"MARKEY, EDWARD SEN.",C00196774,3804689.34,3073999.78,2541376.53,2541376.53,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
MA,S6MA00296,"MOULTON, SETH",C00547240,4255419.17,2774289.78,3331467.45,3331467.45,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MA,S6MA00254,"RIKLEEN, ALEXANDER",C00903781,75700.42,72981.88,2718.54,2718.54,37789.41,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
MA,S2MA00170,"WARREN, ELIZABETH",C00500843,3772360.96,3499344.25,3723063.38,3723063.38,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
MA,S8MA00268,"AYYADURAI, SHIVA DR",C00936542,9869.51,2542.56,7326.95,7326.95,0.0,2026-03-31T00:00:00,IND,OTHER,False,,3.0,
MA,S4MA00275,"AYYADURAI, SHIVA DR.",C00936542,9869.51,2542.56,7326.95,7326.95,0.0,2026-03-31T00:00:00,IND,OTHER,False,,4.0,
MA,S6MA00262,"DAWICKI, MORGAN GIFFORD",C00909663,16497.8,7308.9,3997.99,3997.99,0.0,2026-03-31T00:00:00,IND,OTHER,False,,2.0,
MA,S6MA00288,"TACHE, JOSEPH",C00920793,96091.67,66361.23,29730.44,29730.44,1650.0,2026-03-31T00:00:00,OTH,OTHER,False,,1.0,
MA,S4MA00291,"ANTONELLIS, ROBERT JOSEPH",C00841080,2000.0,0.0,1369.37,1369.37,59434.57,2026-03-31T00:00:00,REP,REP,False,,3.0,
MA,S6MA00270,"BECH, NATHAN ALEXANDER",C00449397,40000.0,43984.05,789.69,789.69,132087.21,2026-03-31T00:00:00,REP,REP,False,,2.0,
MA,S6MA00304,"DEATON, JOHN",C00926139,1400141.01,571567.1,828573.91,828573.91,1005000.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MD,S4MD00327,"ALSOBROOKS, ANGELA",C00840017,1514583.43,974813.68,589615.13,589615.13,35065.99,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
MD,S6MD03177,"CARDIN, BENJAMIN L",C00411587,7213.91,427404.23,43251.41,43251.41,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
MD,S4MD00301,"JAWANDO, WILL",C00839449,0.0,138465.86,0.0,0.0,0.0,2025-07-15T00:00:00,DEM,DEM,False,,5.0,
MD,S2MD00529,"SMITH, MICHELLE LAURENCE MS",C00724328,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
MD,S4MD00319,"TRONE, DAVID",C00653196,11041367.95,6744393.16,4300816.22,4300816.22,10000000.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MD,S6MD03441,"VAN HOLLEN, CHRIS",C00573758,1515661.04,446554.55,3022508.66,3022508.66,2209.56,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
MD,S4MD00467,"WALLACE, NANCY",C00868869,1000.0,820.0,-371.07,-371.07,0.0,2026-09-30T00:00:00,GRE,OTHER,False,,1.0,
MD,S4MD00293,"FICKER, ROBIN",C00832733,26.6,225.0,0.0,0.0,0.0,2026-01-16T00:00:00,REP,REP,False,,2.0,
MD,S2MD00602,"FRIEND, LORIE R",C00814442,0.0,0.0,-2161.94,-2161.94,8692.25,2026-03-31T00:00:00,REP,REP,False,,3.0,
MD,S4MD00483,"HOGAN, LARRY",C00869016,142947.61,296257.42,0.0,0.0,9357.08,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
ME,S4ME00113,"COSTELLO, DAVID",C00907881,143480.66,96332.4,47148.26,47148.26,30000.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
ME,S6ME00357,"FAVREAU, TUCKER",C00907873,13599.1,5076.27,8522.83,8522.83,0.0,2026-03-31T00:00:00,DEM,DEM,False,,7.0,
ME,S0ME00111,"GIDEON, SARA",C00709899,55104.97,1135824.25,2680700.74,2680700.74,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
ME,S6ME00381,"KLEBAN, DAN",C00918300,458786.42,458366.92,419.5,419.5,1687.5,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
ME,S6ME00340,"LAFLAMME, ANDREA",C00907261,7739.32,1928.92,5810.4,5810.4,1750.0,2026-03-31T00:00:00,DEM,DEM,False,,8.0,
ME,S6ME00407,"MILLS, JANET TRAFTON",C00923144,5359823.45,4285469.89,1074353.56,1074353.56,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
ME,S6ME00373,"PLATNER, GRAHAM",C00916437,11956529.27,9225671.66,2730857.61,2730857.61,4766.6,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
ME,S6ME00365,"RODRIGUEZ, DAIRA",C00916189,242582.34,242582.34,0.0,0.0,0.0,2025-12-31T00:00:00,DEM,DEM,False,,4.0,
ME,S6ME00399,"EVANS, DAVID ALAN",C00921767,6436.72,6436.72,0.0,0.0,0.0,2025-12-31T00:00:00,IND,OTHER,False,,3.0,
ME,S2ME00109,"KING, ANGUS S. JR.",C00516047,48607.13,218438.27,68885.63,68885.63,0.0,2026-03-31T00:00:00,IND,OTHER,False,,2.0,
ME,S6ME00282,"RENCH, PHILLIP",C00897660,55499.8,47452.0,8047.8,8047.8,50000.0,2025-12-31T00:00:00,IND,OTHER,False,,1.0,
ME,S6ME00316,"CALABRESE, CARMEM VINCENT MR.",C00902759,17759.71,21259.71,-3500.0,-3500.0,0.0,2025-09-30T00:00:00,REP,REP,False,,2.0,
ME,S6ME00324,"CALABRESE, CARMEN VINCENT MR.",C00902759,17759.71,21259.71,-3500.0,-3500.0,0.0,2025-09-30T00:00:00,REP,REP,False,,3.0,
ME,S6ME00159,"COLLINS, SUSAN M.",C00314575,10463303.65,3038765.01,10000847.54,10000847.54,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MI,S4MI00496,"BEYDOUN, NASSER",C00837112,0.0,0.0,9690.79,9690.79,0.0,2026-03-31T00:00:00,DEM,DEM,False,,10.0,
MI,S6MI00418,"EL-SAYED, ABDUL",C00902668,7646727.83,5117400.65,2529327.18,2529327.18,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
MI,S6MI00467,"HOWARD, RACHEL ELIZABETH",C00906867,10937.0,6170.77,4766.23,4766.23,3287.0,2025-09-30T00:00:00,DEM,DEM,False,,7.0,
MI,S6MI00392,"MCMORROW, MALLORY",C00901173,8624066.19,4931519.99,3692546.2,3692546.2,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
MI,S4MI00355,"PETERS, GARY",C00437889,201476.25,786015.06,6543790.66,6543790.66,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
MI,S4MI00538,"PUGH, PAMELA L",C00840587,1175.0,6004.93,1919.04,1919.04,0.0,2026-03-31T00:00:00,DEM,DEM,False,,9.0,
MI,S4MI00470,"SLOTKIN, ELISSA",C00834218,4378578.6,2296328.03,2364965.95,2364965.95,15340.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
MI,S8MI00281,"STABENOW, DEBBIE",C00344473,8350.36,622820.6,0.0,0.0,0.0,2025-06-30T00:00:00,DEM,DEM,False,,8.0,
MI,S6MI00426,"STEVENS, HALEY",C00903039,8870471.26,5481553.31,3388917.95,3388917.95,56555.46,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MI,S6MI00459,"TATE, JOSEPH ALLEN",C00904862,243635.76,243635.76,0.0,0.0,0.0,2025-09-30T00:00:00,DEM,DEM,False,,5.0,
MI,S6MI00509,"STEPHENS, THOMAS WAYNE",C00915314,1000.0,220.48,779.52,779.52,500.0,2025-12-31T00:00:00,NPA,OTHER,False,,1.0,
MI,S4MI00694,"AMASH, JUSTIN",C00476291,552.18,3500.0,252.52,252.52,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
MI,S6MI00384,"HEURTEBISE, FREDERICK",C00897736,10058.6,10058.6,0.0,0.0,0.0,2025-05-03T00:00:00,REP,REP,False,,4.0,
MI,S4MI00454,"HOOVER, MICHAEL",C00832618,0.0,0.0,1660.59,1660.59,72992.99,2026-03-31T00:00:00,REP,REP,False,,7.0,
MI,S8MI00372,"JAMES, JOHN",C00651208,0.0,-9467.32,10237.6,10237.6,0.0,2026-03-31T00:00:00,REP,REP,False,,8.0,
MI,S4MI00637,"MEIJER, PETER MR.",C00855668,0.0,719.39,15148.47,15148.47,514533.5,2026-03-31T00:00:00,REP,REP,False,,9.0,
MI,S4MI00561,"O'DONNELL, SHERRELL ANNE",C00847657,5790.15,13084.37,0.0,0.0,0.0,2025-04-14T00:00:00,REP,REP,False,,5.0,
MI,S4MI00595,"ROGERS, MICHAEL J",C00849810,7623339.49,3670043.1,4208027.83,4208027.83,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MI,S4MI00579,"SAVAGE, SHARON MAUREEN",C00848879,0.0,0.0,49174.49,49174.49,0.0,2025-03-31T00:00:00,REP,REP,False,,10.0,
MI,S6MI00434,"SCOTT, GENEVIEVE",C00903427,76083.76,69528.6,6555.16,6555.16,48669.16,2026-03-31T00:00:00,REP,REP,False,,2.0,
MI,S6MI00517,"SMITH, BERNADETTE",C00926279,53804.41,52499.8,1304.61,1304.61,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
MN,S6MN00499,"CRAIG, ANGIE",C00903690,9290611.68,4395298.62,4895313.06,4895313.06,389289.67,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MN,S8MN00438,"FRANKEN, AL",C00570960,65586.96,410468.02,1401137.26,1401137.26,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
MN,S6MN00465,"LOPEZ FRANZEN, MELISA",C00899310,299376.29,299376.29,0.0,0.0,0.0,2025-07-15T00:00:00,DEM,DEM,False,,2.0,
MN,S8MN00578,"SMITH, TINA",C00663781,48581.55,506058.16,270257.23,270257.23,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
MN,S6MN00440,"FLANAGAN, MARGARET",C00897751,4646309.17,3502299.33,1144009.84,1144009.84,0.0,2026-03-31T00:00:00,DFL,OTHER,False,,1.0,
MN,S6MN00267,"KLOBUCHAR, AMY",C00431353,2515566.99,2988157.73,1308966.28,1308966.28,0.0,2026-03-31T00:00:00,DFL,OTHER,False,,2.0,
MN,S4MN00569,"LACEY, JOYCE L",C00881581,253.0,0.0,257.05,257.05,0.0,2026-03-31T00:00:00,IDP,OTHER,False,,3.0,
MN,S4MN00510,"FRASER, JOSEPH",C00867705,30.0,9903.6,8693.3,8693.3,198898.57,2026-03-31T00:00:00,REP,REP,False,,8.0,
MN,S6MN00531,"HANN, DAVID W",C00932954,133465.26,133465.26,0.0,0.0,0.0,2026-04-29T00:00:00,REP,REP,False,,4.0,
MN,S8MN00586,"HOUSLEY, KARIN",C00664219,0.0,1405.0,3487.6,3487.6,0.0,2025-06-30T00:00:00,REP,REP,False,,9.0,
MN,S4MN00361,"ORTMAN, JULIANNE",C00548446,0.0,0.0,4.98,4.98,49563.29,2025-12-31T00:00:00,REP,REP,False,,10.0,
MN,S4MN00551,"PETERSEN, RAYMOND DAVID",C00880005,960.98,960.98,0.0,0.0,0.0,2026-03-31T00:00:00,REP,REP,False,,7.0,
MN,S4MN00486,"RUOHO, MIKE",C00819672,0.0,550.0,-136.35,-136.35,0.0,2025-03-31T00:00:00,REP,REP,False,,11.0,
MN,S6MN00457,"SCHWARZE, ADAM",C00898817,1102851.14,879423.21,223427.93,223427.93,40000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
MN,S6MN00556,"TAFOYA, MICHELE",C00935528,2041939.86,186972.48,1854967.38,1854967.38,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MN,S6MN00515,"WEILER, TOM",C00792002,105397.12,56432.5,50725.3,50725.3,112570.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
MN,S4MN00502,"WHITE, ROYCE",C00850743,565894.4,622199.36,82803.72,82803.72,75.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
MN,S6MN00549,"YORK, MARK",C00932863,56206.07,45484.61,10721.46,10721.46,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
MO,S2MO00742,"HARRIS, RONALD",C00815001,100.0,126.0,4.22,4.22,9520.02,2026-03-06T00:00:00,DEM,DEM,False,,3.0,
MO,S2MO00528,"KUNCE, LUCAS",C00771972,407423.5,392734.45,62903.23,62903.23,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MO,S6MO00305,"MCCASKILL, CLAIRE",C00431304,1759.03,14018.37,0.0,0.0,0.0,2025-06-24T00:00:00,DEM,DEM,False,,2.0,
MO,S6MO00289,"BOND, CHRISTOPHER S",C00216705,0.0,75.0,541.05,541.05,0.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
MO,S2MO00536,"GREITENS, ERIC",C00774059,0.0,0.0,0.0,0.0,76963.5,2026-03-31T00:00:00,REP,REP,False,,6.0,
MO,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",C00652727,1518950.76,917519.64,899694.0,899694.0,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
MO,S2MO00726,"LONG, BILLY",C00460063,136900.0,166732.28,0.0,0.0,0.0,2025-04-15T00:00:00,REP,REP,False,,3.0,
MO,H0MO07113,"LONG, BILLY MR.",C00460063,136900.0,166732.28,0.0,0.0,0.0,2025-04-15T00:00:00,REP,REP,False,,4.0,
MO,S2MO00577,"MCQUEEN, ELDON DAN",C00715896,0.0,0.0,1622.84,1622.84,10000.0,2026-03-31T00:00:00,REP,REP,False,,7.0,
MO,S2MO00544,"SCHMITT, ERIC",C00775015,2729849.42,1826166.73,1424246.37,1424246.37,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MO,S8MO00178,"SYKES, B COURTLAND",C00656694,0.0,0.0,4410.12,4410.12,0.0,2026-03-31T00:00:00,REP,REP,False,,8.0,
MS,S6MS00133,"COLOM, SCOTT",C00918359,1619367.76,1059740.86,559626.9,559626.9,86514.64,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MS,S8MS00287,"ESPY, MICHAEL",C00675884,0.0,3527.0,133717.44,133717.44,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
MS,S6MS00141,"TILL, PRISCILLA WILLIAMS",C00921445,8584.39,3029.82,0.0,0.0,0.0,2026-04-15T00:00:00,DEM,DEM,False,,2.0,
MS,S4MS00187,"PINKINS, TY",C00830554,90225.35,95207.94,632.43,632.43,0.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
MS,S6MS00109,"ADLAKHA, SARAH ANNE DR",C00900944,566184.12,556454.75,9729.37,9729.37,547000.0,2026-02-18T00:00:00,REP,REP,False,,2.0,
MS,S4MS00203,"BURTON, TIMOTHY GHANNON COLONEL(R)",C00854125,0.0,1595.63,0.0,0.0,0.0,2025-04-30T00:00:00,REP,REP,False,,4.0,
MS,S8MS00261,"HYDE-SMITH, CINDY",C00675348,3394174.57,1405313.85,2458624.57,2458624.57,60000.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MS,S4MS00120,"MCDANIEL, CHRISTOPHER BRIAN",C00673285,0.0,30.0,1.47,1.47,46700.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
