fec_candidate_id,candidate_name,state,party,committee_id,committee_name,total_receipts,total_disbursements,cash_on_hand_end_period,cash_on_hand,debts_owed_by_committee,coverage_start_date,coverage_end_date,cycle,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,candidate_contribution,other_receipts,last_report_type_full,last_report_year,is_principal_committee,source_endpoint,candidate_status,load_date,office,candidate_status_priority,totals_scope
S0CO00468,"JOHNSTON, MICHAEL C",CO,DEM,C00695411,MIKE JOHNSTON FOR US SENATE,0.0,90034.79,952676.08,952676.08,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S6CO00457,"SCANLON, MICHAEL",CO,DEM,C00913442,SCANLON FOR COLORADO,0.0,0.0,0.0,0.0,0.0,2025-07-25T00:00:00,2025-08-05T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,N,2025-08-01T21:00:30,S,2.0,latest_candidate_row_since_2025-01-01
S6CO00465,"ZIMPFER, ANTHONY JACOB",CO,DEM,C00914416,ZIMPFER FOR COLORADO,4130.68,3034.9,1095.78,1095.78,140.68,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,3990.0,2500.0,1490.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,N,2025-08-04T21:00:03,S,2.0,latest_candidate_row_since_2025-01-01
S6CO00549,"CHEW, ROBERT",CO,FWD,C00944298,ROBERT CHEW FOR SENATE,150000.0,0.0,150000.0,150000.0,150000.0,2026-03-20T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S0CO00344,"NAPOLITANO, JASON ANDREW",CO,IND,C00490276,NAPOLITANO FOR COLORADO,0.0,72.82,346.5,346.5,7000.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:50,S,1.0,latest_candidate_row_since_2025-01-01
S6CO00432,"WOOD, MATTHEW",CO,IND,C00908962,COMMITTEE TO ELECT MATTHEW WOOD,4545.0,3385.0,752.5,752.5,0.0,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,1545.0,1000.0,545.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,N,2025-09-10T21:03:26,S,2.0,latest_candidate_row_since_2025-01-01
S6CO00556,"CHEW, ROBERT",CO,OTH,C00944298,ROBERT CHEW FOR SENATE,150000.0,0.0,150000.0,150000.0,150000.0,2026-03-20T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S6CO00507,"BAISLEY, MARK",CO,REP,C00932848,BAISLEY FOR SENATE,31865.5,25745.69,6119.81,6119.81,0.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,31845.5,30497.64,1347.86,0.0,20.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S2CO00209,"BREMER, ELI",CO,REP,C00786723,ELI FOR COLORADO,0.0,0.0,0.0,0.0,65937.74,2025-01-01T00:00:00,2025-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2025,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S6CO00481,"JONES, DATHAN CHARLES",CO,REP,C00923219,DATHAN C JONES FOR US SENATE,25.0,0.0,1100.0,1100.0,0.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,25.0,0.0,25.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,N,2025-11-13T21:02:32,S,2.0,latest_candidate_row_since_2025-01-01
S6CO00440,"JOSHI, JANAK",CO,REP,C00910794,JANAK JOSHI FOR COLORADO,485402.64,192985.78,292416.86,292416.86,350100.0,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,125302.64,47515.64,77787.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S6CO00424,"MARKERT, GEORGE WASHINGTON MR V",CO,REP,C00903443,MARKERT FOR SENATE,260985.97,204767.55,56218.42,56218.42,50000.0,2025-04-25T00:00:00,2026-03-31T00:00:00,2026,159219.53,111638.55,47580.98,48766.44,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-07-16T21:02:06,S,0.0,latest_candidate_row_since_2025-01-01
S2CO00241,"O'DEA, JOSEPH MATTHEW",CO,REP,C00791186,JOE O'DEA FOR SENATE,0.0,1677.0,1953.98,1953.98,3811000.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S4CO00379,"TRUJILLO, FLOYD",CO,REP,C00554766,FLOYD TRUJILLO FOR US SENATE,0.0,0.0,1024.25,1024.25,102930.68,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S0CT00177,"BLUMENTHAL, RICHARD",CT,DEM,C00492991,BLUMENTHAL FOR CONNECTICUT,350712.06,277324.84,1311528.75,1311528.75,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,175322.99,124443.5,50879.49,0.0,41769.46,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S2CT00132,"MURPHY, CHRISTOPHER S",CT,DEM,C00492645,FRIENDS OF CHRIS MURPHY,12504647.66,6792067.91,11239354.61,11239354.61,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,11878865.23,3749109.33,8129755.9,0.0,210449.96,APRIL QUARTERLY,2026,True,committee_totals,C,2025-07-13T20:59:11,S,0.0,latest_candidate_row_since_2025-01-01
S4CT00195,"PAGLINO, JUSTIN COBB DR",CT,GRE,C00880104,COMMITTEE TO ELECT JUSTIN PAGLINO TO US SENATE,300.0,694.63,155.52,155.52,12300.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S8CT00121,"COREY, MATTHEW MCKINNON",CT,REP,C00878561,COREY FOR SENATE,0.0,7217.4,0.0,0.0,10000.0,2025-01-01T00:00:00,2025-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2CT00256,"HYDE, ROBERT FINLEY",CT,REP,C00762559,HYDE FOR SENATE,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-10-20T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S6DE00156,"BEARDSLEY, CHRISTOPHER MR.",DE,DEM,C00927665,BEARDSLEY FOR SENATE,22356.0,13165.27,9190.73,9190.73,12850.0,2025-10-01T00:00:00,2025-12-31T00:00:00,2026,9006.0,7300.0,1706.0,0.0,0.0,YEAR-END,2025,True,committee_totals,C,2026-02-09T20:58:28,S,0.0,latest_candidate_row_since_2025-01-01
S4DE00060,"BLUNT ROCHESTER, LISA",DE,DEM,C00843391,LISA BLUNT ROCHESTER FOR SENATE,849819.29,884380.44,109896.03,109896.03,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,405489.32,242815.56,162673.76,0.0,142321.13,APRIL QUARTERLY,2026,True,committee_totals,C,2026-03-12T21:18:26,S,0.0,latest_candidate_row_since_2025-01-01
S8DE00079,"CARPER, THOMAS R.",DE,DEM,C00349217,CARPER FOR SENATE,0.0,55789.69,0.0,0.0,0.0,2025-01-01T00:00:00,2025-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S0DE00092,"COONS, CHRISTOPHER A.",DE,DEM,C00475392,CHRIS COONS FOR DELAWARE,3044649.37,1100177.83,4129671.39,4129671.39,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,1532745.3,1488366.16,44379.14,0.0,76633.03,APRIL QUARTERLY,2026,True,committee_totals,C,2026-03-25T21:17:50,S,0.0,latest_candidate_row_since_2025-01-01
S0DE00175,"SCARANE, JESSICA",DE,DEM,C00727263,JESS SCARANE FOR DELAWARE,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-06-30T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S4DE00094,"HANSEN, ERIC",DE,REP,C00853788,HANSEN FOR SENATE,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-01-09T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S6DE00206,"KATZ, MICHAEL S DR.",DE,REP,C00935163,DR. MIKE KATZ FOR U.S. SENATE,20211.0,116.78,20094.22,20094.22,19250.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,951.0,500.0,451.0,10.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S6DE00131,"O'DONNELL, CHRISTINE",DE,REP,C00449595,FRIENDS OF CHRISTINE O'DONNELL,0.0,0.0,471.26,471.26,39118.92,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:50,S,1.0,latest_candidate_row_since_2025-01-01
S6DE00198,"SHULLI, JOHN",DE,REP,C00933663,SHULLI FOR SENATE,100728.71,15021.49,85707.22,85707.22,100000.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,728.71,520.51,208.2,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S8DE00129,"TRUONO, EUGENE (GENE) J JR",DE,REP,C00661801,CAMPAIGN TO ELECT GENE TRUONO,1686.71,1686.71,471.14,471.14,205873.48,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S6FL00749,"ATKINS, JOEY MENDOZA",FL,DEM,C00907998,JOEY MENDOZA ATKINS FOR SENATE,9123.75,6891.33,2232.42,2232.42,5000.0,2025-04-01T00:00:00,2026-03-31T00:00:00,2026,7123.75,3750.0,3373.75,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S4FL00637,"CAMPBELL, STANLEY",FL,DEM,C00851725,STANLEY CAMPBELL FOR US SENATE,0.0,118434.38,0.0,0.0,1401000.0,2025-01-01T00:00:00,2025-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2FL00631,"DEMINGS, VAL",FL,DEM,C00590489,VDUSS PAC,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-03-07T00:00:00,2026,0.0,0.0,0.0,,,TERMINATION REPORT,2025,False,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S2FL00581,"GRAYSON, ALAN MARK",FL,DEM,C00424713,COMMITTEE TO ELECT ALAN GRAYSON,178051.99,178581.66,126388.14,126388.14,3913494.64,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,29991.64,13962.73,16028.91,0.0,6.2,APRIL QUARTERLY,2026,True,committee_totals,C,2025-04-25T21:00:17,S,0.0,latest_candidate_row_since_2025-01-01
S6FL00673,"LYLES, TAMIKA MS",FL,DEM,C00900522,LYLES FOR SENATE,23287.14,3139.89,20147.25,20147.25,21000.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,2287.14,1381.14,906.0,0.0,0.0,TERMINATION REPORT,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S4FL00611,"MUCARSEL-POWELL, DEBBIE",FL,DEM,C00848648,DEMOCRACY MOBILIZATION PROJECT PAC (DMP),676089.7,603472.98,47339.41,47339.41,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,395427.62,49444.21,345983.41,,,APRIL MONTHLY,2026,False,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S6FL00806,"MUJICA, HECTOR DANIEL",FL,DEM,C00923342,HECTOR MUJICA FOR FLORIDA,717348.11,637278.06,80070.05,80070.05,206566.39,2025-10-01T00:00:00,2026-03-31T00:00:00,2026,644002.58,511506.92,132495.66,72845.53,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-02-09T20:58:28,S,0.0,latest_candidate_row_since_2025-01-01
S6FL00830,"NIXON, ANGELA",FL,DEM,C00915041,ANGIE FOR FLORIDA,293583.92,20957.37,177595.28,177595.28,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,293583.92,184962.07,108621.85,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-02-09T20:58:28,S,0.0,latest_candidate_row_since_2025-01-01
S6FL00855,"VINDMAN, ALEXANDER",FL,DEM,C00936559,ALEX VINDMAN FOR FLORIDA,8188391.6,1748269.11,6440222.49,6440222.49,154658.25,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,8021891.6,2999508.35,5022383.25,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S6FL00756,"WEIL, JOSHUA JOSEPH",FL,DEM,C00893321,JOSH WEIL FOR SENATE,15933478.15,15933478.15,0.0,0.0,0.0,2024-10-01T00:00:00,2025-09-30T00:00:00,2026,15463011.3,3904744.5,11558266.8,16.0,9.77,TERMINATION REPORT,2025,True,committee_totals,C,2025-07-29T21:02:15,S,0.0,latest_candidate_row_since_2025-01-01
S2FL00656,"NGUYEN, QUOC TUAN MR.",FL,NPA,C00875757,TUAN Q NGUYEN FOR SENATE,0.0,0.0,-2426.25,-2426.25,9500.0,2024-11-26T00:00:00,2025-01-27T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S6FL00848,"GLEASON, CHRISTOPHER",FL,REP,C00936534,VOTE FOR GLEASON,3429.73,129.73,3300.0,3300.0,0.0,2026-01-26T00:00:00,2026-03-31T00:00:00,2026,3429.73,2445.33,984.4,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,N,2026-01-28T21:00:03,S,2.0,latest_candidate_row_since_2025-01-01
S6FL00657,"LANG, JAKE",FL,REP,C00897330,JAKE LANG FOR SENATE INC,32771.73,27362.66,5409.07,5409.07,26937.73,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,5834.0,1260.25,4573.75,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-12-23T21:01:07,S,0.0,latest_candidate_row_since_2025-01-01
S6FL00624,"LAROSE, JOSUE ECONOMIST",FL,REP,C00894972,JOSUE LAROSE FOR UNITED STATES SENATE 2026,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,N,2025-01-10T21:01:11,S,2.0,latest_candidate_row_since_2025-01-01
S6FL00236,"MCBRIDE, WILLIAM",FL,REP,C00425546,WILL MCBRIDE FOR US SENATE,0.0,0.0,0.0,0.0,250000.0,2025-01-01T00:00:00,2025-01-24T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2021-12-08T06:50:50,S,1.0,latest_candidate_row_since_2025-01-01
S6FL00640,"MOODY, ASHLEY",FL,REP,C00895763,MOODY FOR FLORIDA,8407063.8,1277671.65,7129392.15,7129392.15,0.0,2025-01-16T00:00:00,2026-03-31T00:00:00,2026,2748661.48,2007103.06,741558.42,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-29T21:28:42,S,0.0,latest_candidate_row_since_2025-01-01
S0FL00338,"RUBIO, MARCO",FL,REP,C00620518,MARCO RUBIO FOR SENATE,1434868.67,182757.89,2854657.9,2854657.9,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,11055.76,11311.6,-255.84,0.0,959.32,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S8FL00273,"SCOTT, RICK SEN",FL,REP,C00676965,RICK SCOTT FOR FLORIDA,1458779.64,1457252.35,799890.86,799890.86,24138834.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,378364.62,207651.08,170713.54,543254.59,7842.45,APRIL QUARTERLY,2026,True,committee_totals,C,2025-02-07T21:00:11,S,0.0,latest_candidate_row_since_2025-01-01
S8GA00180,"OSSOFF, T. JONATHAN",GA,DEM,C00718866,JON OSSOFF FOR SENATE,57270664.6,30525198.99,31736032.32,31736032.32,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,50108038.04,19605183.65,30502854.39,0.0,450805.3,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-24T21:28:05,S,0.0,latest_candidate_row_since_2025-01-01
S0GA00559,"WARNOCK, RAPHAEL",GA,DEM,C00736876,WARNOCK FOR GEORGIA,1949646.61,2646725.5,4041496.1,4041496.1,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,1832128.63,1079198.18,752930.45,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S6GA00267,"BOX, REAGAN",GA,REP,C00818807,REAGAN BOX FOR US HOUSE 2026,82041.04,90345.82,-261.54,-261.54,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,82041.04,62482.22,19558.82,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S6GA00374,"CARTER, EARL LEROY",GA,REP,C00543967,BUDDY CARTER FOR SENATE,6713652.93,6002322.36,3730260.91,3730260.91,3000000.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,1958981.79,1510044.86,448936.93,0.0,120274.68,APRIL QUARTERLY,2026,True,committee_totals,C,2025-06-09T20:59:02,S,0.0,latest_candidate_row_since_2025-01-01
S6GA00366,"CLEMENT, CHRISTINA LOREN REV DR TRUSTE",GA,REP,C00857128,STATE OF LOC NATION FOR CLEMENT FOR SENATE,50250930.0,2234.41,50248695.59,50248695.59,50250000.0,2025-10-01T00:00:00,2026-03-31T00:00:00,2026,930.0,900.0,30.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-20T21:16:40,S,0.0,latest_candidate_row_since_2025-01-01
S6GA00390,"COLLINS, MICHAEL A JR",GA,REP,C00544684,MIKE COLLINS FOR SENATE,4318376.94,2790134.88,2125437.15,2125437.15,286941.43,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,2696771.72,1547559.75,1149211.97,65000.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-08-01T21:00:30,S,0.0,latest_candidate_row_since_2025-01-01
S6GA00408,"DOOLEY, DEREK",GA,REP,C00914531,DOOLEY FOR GEORGIA,3671916.59,1448348.05,2223568.54,2223568.54,0.0,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,3661842.21,3561053.59,100788.62,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S6GA00382,"KING, JOHN",GA,REP,C00904870,JOHN KING FOR SENATE,563078.46,563078.46,0.0,0.0,0.0,2025-05-12T00:00:00,2026-01-31T00:00:00,2026,551345.42,523623.99,27721.43,0.0,0.0,TERMINATION REPORT,2026,True,committee_totals,C,2025-07-17T21:01:06,S,0.0,latest_candidate_row_since_2025-01-01
S2GA00282,"MCCOLUMN, JONATHAN MR",GA,REP,C00805721,MCCOLUMN FOR SENATE,36143.79,23433.03,12412.31,12412.31,30000.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,6143.79,2509.4,3634.39,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-28T21:25:42,S,0.0,latest_candidate_row_since_2025-01-01
S2GA00225,"WALKER, HERSCHEL MR.",GA,REP,C00787853,BO 34 PAC,890425.72,421256.98,4821735.73,4821735.73,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,,,APRIL QUARTERLY,2026,False,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S2HI00106,"HIRONO, MAZIE K.",HI,DEM,C00420760,FRIENDS OF MAZIE HIRONO,486874.86,499060.49,1393689.22,1393689.22,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,443149.17,269137.12,174012.05,0.0,10471.46,APRIL QUARTERLY,2026,True,committee_totals,C,2025-02-07T21:00:11,S,0.0,latest_candidate_row_since_2025-01-01
S4HI00136,"SCHATZ, BRIAN",HI,DEM,C00540732,SCHATZ FOR SENATE,1185717.89,508868.78,2333473.53,2333473.53,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,835861.95,783332.12,52529.83,0.0,88698.63,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S4HI00177,"LAM, ADRIEL",HI,REP,C00859785,LAM4ALOHA,0.0,741.75,0.0,0.0,0.0,2025-01-01T00:00:00,2025-06-30T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2HI00155,"MCDERMOTT, ROBERT",HI,REP,C00800656,BOB MCDERMOTT FOR SENATE,59.4,111.31,72.43,72.43,4500.0,2025-04-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,58.72,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2IA00164,"FINKENAUER, ABBY",IA,DEM,C00785279,ABBY FOR IOWA,15065.71,19820.44,4718.44,4718.44,318625.32,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,37.5,0.0,37.5,0.0,15028.21,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S0IA00176,"GREENFIELD, THERESA",IA,DEM,C00708164,THERESA GREENFIELD FOR IOWA,0.0,40984.9,123723.68,123723.68,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S6IA00280,"NORRIS, JACKIE",IA,DEM,C00914747,JACKIE NORRIS FOR US SENATE,363563.01,363563.01,0.0,0.0,0.0,2025-07-01T00:00:00,2026-03-20T00:00:00,2026,351417.86,266525.0,84892.86,7000.0,0.0,TERMINATION REPORT,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S6IA00256,"SAGE, NATHAN",IA,DEM,C00902494,SAGE FOR SENATE,1432562.28,1432459.9,102.38,102.38,6821.92,2025-04-01T00:00:00,2026-03-31T00:00:00,2026,1397235.36,407036.38,990198.98,0.0,7239.05,APRIL QUARTERLY,2026,True,committee_totals,C,2025-09-03T21:03:11,S,0.0,latest_candidate_row_since_2025-01-01
S6IA00264,"SCHOLTEN, JAMES",IA,DEM,C00907170,SCHOLTEN FOR IOWA,213415.45,205271.15,8144.3,8144.3,10100.0,2025-04-01T00:00:00,2025-12-31T00:00:00,2026,199410.45,123948.0,75462.45,0.0,3000.0,YEAR-END,2025,True,committee_totals,C,2025-09-03T21:03:11,S,0.0,latest_candidate_row_since_2025-01-01
S6IA00298,"TUREK, JOSHUA",IA,DEM,C00915645,JOSH TUREK FOR IOWA,2808701.1,2051221.09,757480.01,757480.01,0.0,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,2720569.74,1345665.87,1374903.87,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S6IA00272,"WAHLS, ZACH P",IA,DEM,C00907923,WAHLS FOR IOWA,3167670.76,2112265.12,1055405.64,1055405.64,0.0,2025-04-01T00:00:00,2026-03-31T00:00:00,2026,3107863.11,2206816.48,901046.63,0.0,3278.26,APRIL QUARTERLY,2026,True,committee_totals,C,2025-09-03T21:03:11,S,0.0,latest_candidate_row_since_2025-01-01
S6IA00181,"LAEHN, THOMAS RAYMOND DR.",IA,LIB,C00872903,"THOMAS LAEHN EXPLORATORY COMMITTEE, INCORPORATED",20422.91,29466.51,5513.72,5513.72,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,20422.91,16117.91,4305.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-09-03T21:03:11,S,0.0,latest_candidate_row_since_2025-01-01
S4IA00194,"STEWART, RICK",IA,LIB,C00753657,RICK STEWART,0.0,0.0,-7272.83,-7272.83,0.0,2025-01-01T00:00:00,2025-06-30T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S6IA00314,"ARENHOLZ, ASHLEY HINSON",IA,REP,C00706267,ASHLEY FOR IOWA,7267266.37,2679198.52,6516143.25,6516143.25,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,3969585.99,3296771.38,672814.61,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-03T21:13:47,S,0.0,latest_candidate_row_since_2025-01-01
S6IA00249,"CARLIN, JAMES",IA,REP,C00898148,JIM CARLIN FOR US SENATE,293966.17,279387.32,14578.85,14578.85,193506.46,2024-12-01T00:00:00,2026-03-31T00:00:00,2026,103031.08,62881.25,40149.83,0.0,7.89,APRIL QUARTERLY,2026,True,committee_totals,C,2025-09-03T21:03:11,S,0.0,latest_candidate_row_since_2025-01-01
S2IA00131,"CARLIN, JAMES M.",IA,REP,C00769208,CARLIN FOR US SENATE,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-02-16T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
